VKM;Keeper Name;Country;Status;Website
ENPUR;ENPURA sp. z o.o.;PL;in use;
ENR;Egypt National Railways;EG;in use;--
ENRA;Energy Rail GmbH;DE;in use;energy-rail.de
ENS;Rotkaeppchen-Mumm Sektkellereien GmbH;DE;in use;
ENT;Banedanmark;DK;in use;bane.dk
ENTR;Euronaft Trzebinia Sp. Z o.o.;PL;in use;euronaft-trzebinia.pl
ENTSK;Europe Night Trains Slovakia s. r. o.;SK;in use;ent-rail.com
ENV;ENVIRAL, a. s.;SK;in use;enviral.sk
ENVI;ENVILOC GmbH;DE;in use;enviloc.eu
ENWOY;Enwoy Gas, s.r.o.;SK;in use;
EP;EUROPORTE 2;FR;in use;
EPC;Europorte Channel SAS;FR;in use;europorte.com
EPCD;EP Cargo Deutschland GmbH;DE;in use;epcargo.eu
EPCI;EP Cargo a.s.;CZ;in use;epcargo.cz
EPCIN;EP Cargo Invest a.s.;CZ;in use;epcargo.cz
EPCVJ;EPCVJ VULCAN;RO;in use;
EPF;Europorte France;FR;in use;europorte.com
EPH;Erdbewegung Paul Herzog GmbH;AT;in use;
EPMFD;EP Engine Provider GmbH;DE;in use;ferrostaal.com
EPO;EPORE Sp. z o.o.;PL;in use;epo.com.pl
EPOOL;EUROPOOL GmbH;DE;in use;
EPP;ELIXIR PRAHOVO DOO PRAHOVO;RS;in use;ihp.co.rs
EPR;E-P RAIL SRL;RO;in use;e-prail.ro
EPSK;EPS RB KOLUBARA d.o.o LAZAREVAC;RS;in use;rbkolubara.co.rs
EPVFU;ELECTROPUTERE VFU Pascani;RO;in use;electroputerevfu.ro
ER;Elektriraudtee;EE;Blocked;
ERAG;Eberhard Recycling AG;CH;in use;eberhard.ch
ERAIL;Eurailpool GmbH;DE;in use;eurailpool.com
ERB;eurobahn GmbH & Co. KG;DE;in use;eurobahn.de
ERC;ERC.D GmbH;DE;in use;ercd-gmbh.de
ERCLV;"SIA ""EURO RAIL CARGO""";LV;in use;
ERD;Eiffage Infra-Rail GmbH;DE;in use;eiffaqe-infra.de/rail
ERDPL;ERIDON sp. z o.o.;PL;in use;eridon.pl
ERE;OPERE;FR;in use;ere-lgv-bpl.com
EREX;ER. bahn-consulting GmbH;DE;in use;er-germany.com
ERF;Eiffage Rail;FR;in use;eiffagerail.fr/fr/home-page
ERH;EUROGATE RAIL HUNGARY Szolgaltato Zrt.;HU;in use;eurogate-rail.hu
ERIL;Er İlhan Demir Çelik San. VE TİC  Ltd. Şti.;TR;in use;www.erilhandemir.com
ERIXX;erixx GmbH;DE;in use;erixx.de
ERMD;ERMEWA SA;DE;in use;ermewa.com
ERMES;ERMES RAIL S.r.l.;IT;in use;
ERMI;Ermewa Iberica;ES;in use;ermewa.com/en/home/
ERMW;ERMEWA SA, Geneva branch;CH;in use;ermewa.ch
ERNEF;ERNEFA GmbH;DE;in use;
ERPL;EVERRAIL sp. z o.o.;PL;in use;everrai.pl
ERR;ERR European Rail Rent GmbH;DE;in use;railrent.com
ERS;ERS Railways;NL;in use;ersrail.nl
ERSA;ERMEWA-SAS;FR;in use;ermewa.fr
ERSF;Eiffage Rail Services;FR;in use;
ERSFR;EURAILSCOUT FRANCE;FR;in use;eurailscout-france.fr
ERSTE;AS ERSTE EG;LV;in use;
ERX;EuroRailExpress;NL;in use;
ES;“EUROTERMINAL SŁAWKÓW” sp. z o.o;PL;in use;euroterminal.pl
ESG;Eisenbahn- und Sonderwagen-Betriebsgesellschaft mbH;DE;in use;blue-star-train.de
ESGBI;Eisenbahn-Service-Gesellschaft mbH;DE;in use;
ESGER;ErailS GmbH;DE;in use;
ESIN;ESIN S.r.l.;IT;in use;
ESLNL;ESL GmbH Eisenbahnverkehrsunternehmen;DE;in use;eisenbahnservice.com
ESON;ESON s.r.o.;CZ;in use;
ESRAY;ESRAY MAKINA OTOMOTIV SANAYI INŞAAT SANAYI VE TICARET ANONIM ŞIRKE;TR;in use;esray.com.tr
ESS;Ernst Schauffele Schienenverkehrs GmbH & Co KG;DE;in use;eisenbahnverkehr.de
ESSO;Esso Petroleum Co Ltd;UK;in use;exxonmobil.co.uk
ESTAG;Eduard Steiner AG;CH;in use;www.eduardsteiner.ch
ESTMA;SIA ESTMA;LV;in use;estma.com
ESW;TAURON Wytwarzanie S.A. – Oddział Elektrownia Stalowa Wola w Stalowej Woli;PL;in use;esw.pl
ESXXI;EXCAVA SXXI S.L.U.;ES;in use;excava21.com
ET;Eurotunnel;UK;Blocked;
ETB;Eisenbahn Technik Betrieb GmbH & Co KG;DE;in use;
ETE;European Trans Energy GmbH;AT;in use;europten.com
ETF;ETF;FR;in use;etf.fr
ETFLU;Eurovia Travaux Ferroviaires Luxembourg;LU;in use;
ETG;ETG Eisenbahntechnik-Gesellschaft mbH;DE;in use;
ETHB;EuroTHURBO;DE;in use;thurbo.ch
ETIAS;Eti Lojistik Demiryolu Tasimaciligi Ve Isletmeciligi Vagon Bakim Onarim Iml.San.Tic. A.S.;TR;in use;yildirimholding.com
ETIMI;ETI MADEN İŞLETMELERİ GENEL MÜDÜRLÜĞÜ;TR;in use;etimaden.gov.tr
ETL;Eisenbahn -Tradition e.V.;DE;in use;eisenbahn-tradition.de
ETM;Ecomusée du Train des Merveilles;FR;in use;
ETMF;ETMF;FR;in use;
ETP;EUROTEHNIC TOTAL PROIECT SRL;RO;in use;
ETR;EUROTRANS sp. z o.o.;PL;in use;
EU;Eurostar (UK) Limited;UK;Blocked;eurostar.com
EUC;EURO CONSTRUCT SA;RO;in use;
EUCOM;EUROCOM Automatizálási és Vasúttechnikai Zrt.;HU;in use;eurotraction.hu
EUFER;Eurofer Equipment S.r.l.;IT;in use;eurofer.net
EURAI;EURORAIL S.r.l.;IT;in use;
EURL;EURORAIL NV/SA;BE;in use;eurorail.eu
EURO;Euro Express Sonderzüge GmbH & Co KG;DE;in use;euro-express.eu
EUROC;EUROCONSTRUCT TRADING 98 SRL;RO;in use;
EUROV;EUROVIA Verkehrsbau GmbH;DE;in use;eurovia.de
EUROW;EUROW-Waggon GmbH;DE;in use;
EUROY;Eurowagon Demiryolu Tic.Ltd.Şti.;TR;in use;
EURSA;Euro Sand Export AB;SE;in use;eurosand.se
EURSW;Euroswitch AG;CH;Revoked;euroswitch.info
EUSCT;Eurailscout Inspection & Analysis B.V.;NL;in use;eurailscout.com
EUSKO;Eusko Trenbideak - Ferrocarriles Vascos S.A.;ES;in use;euskotren.eus
EUWAG;EUROWAGON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PL;in use;euro-wagon.com
EV;Eurovapor;CH;in use;eurovapor.ch
EVA;Ekolsunds Åkeri & Verkstads AB;SE;in use;
EVB;Eisenbahnen und Verkehrsbetriebe Elbe-Weser GmbH;DE;in use;evb-elbe-weser.de
EVBG;Eisenbahn Verkehr und Besitz GmbH;DE;in use;rheingold-zug.com
EVD;Eurovapor;DE;in use;eurovapor.ch
EVG;Eifelbahn Verkehrsgesellschaft mbH;DE;in use;zugtouren.de
EVM;EVM Rail S.r.l.;IT;in use;evmrail.it
EVR;AS EESTI RAUDTEE;EE;in use;evr.ee
EVRE;EVR Exspress;EE;Blocked;evrekspress.ee
EVS;VTG Rail Europe;FR;Revoked;
EVTR;Evrometal OOD / Еврометал ООД;BG;in use;
EVULW;LEONHARD WEISS GmbH & Co. KG;DE;in use;leonhard-weiss.de
EW;Erik Walter GmbH Co KG;DE;in use;erik-walter.de
EWEX;E-W Express, s.r.o.;SK;in use;ewex.sk
EWG;EWG Rail Pic.;HU;in use;
EWI;"Firma Handlowo-Usługowa ""Ewimex""";PL;in use;
EWL;EWL GmbH East West Logistics;DE;in use;
EWOOD;Ecco Wood sp. z o.o.;PL;in use;ecco-wood.eu
EWOW;AKRENT sp. z o. o.;PL;in use;
EWS;English Welsh and Scottish Railway International Limited;UK;in use;ews-railway.co.uk
EXCH;Verein Extrazug CH;CH;in use;extrazug.ch
EXER;Stockholm Exergi AB;SE;in use;stockholmexergi.se
EXFO;EXPRESS FORWARDING SRL;RO;in use;expressrail.ro
EXKOL;EXKOL Przedsiębiorstwo Budownictwa Kolejowego i Usług Handlowych sp. j. Wojciech Szawłowski i S-ka;PL;in use;exkol.pl
EXPHM;Expandia Moduler AB;SE;in use;expandia.se/
EXPR;Express Service LTD.;BG;in use;exservice.biz
EXPUR;EXPUR S.A.;RO;in use;
EXRA;Express Wagons, a.s.;SK;in use;expresswagons.sk
EXSK;Express Group, a.s.;SK;in use;expressgroup.sk
EXTRA;EXTRAIL SP. Z O.O.;PL;Revoked;extrail.com.pl
EYMI;E Y M Instalaciones s.a.;ES;in use;ohl.es
EZK;Elektrizácia železníc Kysak, a.s.;SK;in use;
EZMDJ;ELIXIR ZORKA MINERALNA DUBROVINA d.o.o.;RS;in use;elixirzorka.co.rs
FA;AMEDEE FORNONI TRAVAUX FERROVIAIRES;FR;in use;fornoni-amedee.fr
FABN;Ferrovia Alifana e Benevento Napoli s.r.l.;IT;Revoked;metrocampanianordest.it
FAEG;Falkenberger Eisenbahngesellschaft mbH;DE;in use;
FAG;Frutiger AG Untertagbau;CH;in use;frutiger.com
FAIR;Stichting Fairtrains;NL;in use;fairtrains.nl
FAL;Ferrovie Appulo Lucane S.R.L.;IT;in use;ferrivieappulolucane.it
FALK;SONATA LOGISTICS GmbH;DE;in use;sonata-logistics.com
FANDA;František Štraub;CZ;in use;
FART;Ferrovie Autolinee Regionali Ticinesi;CH;in use;centovalli.ch
FAS;Società Unica Abruzzese di Trasporto TUA S.p.A.;IT;Revoked;tuabruzzo.it
FATOC;ATELIERS DOCCITANIE;FR;in use;
FATRA;Fatra, a.s.;CZ;in use;fatra.cz
FAUR;FAUR SA;RO;in use;
FB;Forchbahn;CH;in use;forchbahn.ch
FBBG;Förderverein Bürgerbahnhof Güsen e.V.;DE;in use;buergerbahnhof-guesen.de
FBF;Frenzel-Bau GmbH&Co. KG;DE;in use;frenzel-bau.de
FBV;Suburbano FBV;IT;Blocked;
FC;Ferrovia della Calabria;IT;Blocked;ferroviedellacalabria.it
FCARE;VR Kunnossapito Oy;FI;in use;vrfleetcare.com
FCC;First Capital Connect;UK;in use;
FCCCO;FCC-Construccion, S.A;ES;in use;fcc.es
FCCIN;FCC SERVICIOS INDUSTRIALES Y ENERGÉTICOS, S.A.;ES;in use;fccindustrial.es
FCCRO;FCC Construccion SA - Sucursala Bucuresti;RO;in use;www.fccco.com
FCE;Ferrovia Circumetnea;IT;in use;circumetnea.it
FCU;Umbria Mobilità Esercizio s.r.l.;IT;in use;umbriamobilita.it
FCVS;FERROCARRIL DEL VALLE DEL SIL, SL;ES;in use;
FD;Friedrich Duensing GmbH;DE;in use;duensing.de
FDC;Ferrovie della Calabria S.r.l.;IT;in use;ferroviedellacalabria.it
FDEV;Faszination Dampf e.V.;DE;in use;faszination-dampf.de
FDF;Finnish Defence Force;FI;in use;mil.fi
FDM;FDM-REW Damian Żur;PL;in use;
FEBEX;FEBEX;CH;in use;
FECZ;Felbermayr Transport- und Hebetechnik, spol. S r.o.;CZ;in use;
FEG;Freiberger Eisenbahngesellschaft mbH;DE;in use;freiberger-eisenbahn.de
FEGER;Helmut Feger GmbH;DE;in use;fegergmbh.de
FEIDT;Betons FEIDT S.A.;LU;in use;feidt.lu
FELB;Felbermayr Transport- und Hebetechnik GmbH & Co KG;AT;in use;felbermayr.cc
FEP;Fundacja Era Parowozów;PL;in use;eraparowozow.org.pl
FEPL;Felbermayr Polska Sp. z o.o.;PL;in use;felbermayr.cc
FER;Ferrovie Emilia Romagna;IT;in use;fer-online.it
FERCO;FER80 SRL;IT;in use;fer80.it
FERE;FEREST LOGISTICS SRL;RO;in use;ferest-logistics.ro
FERFI;Fennia Rail Oy;FI;in use;fenniarail.fi
FERO;FEROCARGO EUROTRANS SA;RO;in use;
FEROV;FEROVERGNE;FR;in use;qroupecombronde.com
FERP;FEROCO S.A.;PL;in use;feroco.pl
FERRO;Ferrovial Construcción S.A.;ES;in use;ferrovial.com
FERRS;FEREST RAIL SERVICES S.R.L.;RO;in use;
FERRU;FERRUM S.A.;PL;in use;ferrum.com.pl
FERS;Fersalento s.r.l.;IT;in use;
FERSP;Fersped d.d.;SI;in use;fersped.si
FERST;Förderverein Eisenbahn Rinteln - Stadthagen e.V.;DE;in use;der-schaumburger-ferst.de
FERSU;FERMECCANICA SUD S.r.l.;IT;in use;fermeccanicasud.it
FERT;Fertilog Oy;FI;in use;fertilog.fi/fi
FESK;FELBERMAYR SLOVAKIA, s.r.o.;SK;in use;
FETB;Förderverein Eistalbahn e.V.;DE;in use;foerderverein-eistalbahn.de
FEVE;Ferrocarriles de Via Estrecha;ES;Blocked;feve.es
FEVG;Friesoyther Eisenbahngesellschaft mbH;DE;in use;friesoyther-eisenbahngesellschaft.de
FEW;FEW Blankenburg GmbH;DE;in use;
FFAG;Furrer+Frey AG;CH;in use;furrerfrey.ch
FFDDE;Furrer + Frey Deutschland GmbH;DE;Revoked;furrerfrey.de
FFR;F&F Rail d.o.o.;HR;in use;
FFS;Ferrovia Federali Svizzeri;CH;in use;ffs.ch
FFWD;FFWD Rail BV;NL;in use;ffwdrail.com
FG;Ferrovia del Gargano;IT;in use;ferroviedelgargano.it
FGC;FERROCARRILS DE LA GENERALITAT DE CATALUNYA;ES;in use;fgc.cat
FGCM;FGC Mobilitat;ES;in use;fgc.cat
FGCR;FGC Rail;ES;in use;fgc.cat
FGG;Feldschlösschen Getränke AG;CH;in use;feldschloesschen.com
FGL;FAGIOLI S.p.A;IT;in use;fagioli.com
FGV;Ferrocarrils de la Generalitat de Valencia;ES;Blocked;cop.gva.es/fgv/
FGW;First Great Western;UK;Blocked;firstgreatwestern.co.uk
FHB;Feldhaus Bergbau GmbH & Co. KG;DE;in use;feldhaus.com
FIA;FERRIVIA;FR;in use;ferrivia.fr
FINF;Financial Found a.s.;CZ;in use;
FINNG;FGG Finngas GmbH sivuliike Suomessa;FI;in use;finngas.fi
FIR;FIRESTA - Fišer, rekonstrukce, stavby a.s.;CZ;in use;https://www.firesta.cz/
FISEK;FİŞEKÇİOĞLU DEMIR ÇELIK SAN.VE TIC A.Ş.;TR;in use;fisekciogludemir.com
FJT;Firma JT Järnvägsteknik;SE;in use;
FKA;Fahrzeugkompetenzzentrum Augsburg GmbH (FKA);DE;in use;fka-augsburg.de
FKGJK;MÁV FKG Felépítménykarbantartó és Gépjavító Kft.;HU;in use;mav-fkg.internettudakozo.hu
FKH;Franz Kaminski Waggonbau GmbH;DE;in use;kaminski-hameln.de
FL;Freightliner;UK;Blocked;freightliner.co.uk
FLAIR;Fürstlich Liechtensteinische Eisenbahn-Romantik Stiftung;AT;in use;eisenbahn-nostalgie-flair.li
FLCGK;Pfeifer & Langen Glinojeck S.A.;PL;in use;diamant.pl
FLEX;Flex Bahndienstleistungen GmbH;DE;in use;flex-bahndienstleistungen.de
FLINT;FLOAREA INTERNATIONAL SRL;RO;in use;
FLIX;FlixTrain GmbH;DE;in use;flixtrain.com
FLO;Florin AG;CH;in use;
FLOBA;Florianer Bahn Forschungs- und Errichtungsgesellschaft mbH;AT;in use;florianerbahn.com
FLOYD;FLOYD ZRt.;HU;Revoked;floyd.hu
FLP;Ferrovie Luganesi (Ferrovia Lugano - Ponte Tresa);CH;in use;flpsa.ch
FLYT;Flytoget AS;NO;Revoked;flytoget.no
FME;Fränkische Museums-Eisenbahn e. V. Nürnberg;DE;in use;fme-ev.de
FMR;FuoriMuro Servizi Portuali e Ferroviari S.r.l.;IT;in use;fuorimuro.it
FN;FERROVIENORD S.p.A.;IT;in use;ferrovienord.it
FNM;Ferrovie Nord Milano Esercizio S.p.A.;IT;Revoked;ferrovienord.it
FNW;First North Western;UK;Blocked;firstnorthwestern.co.uk
FOD;"Spolek „Frýdlantské okresní dráhy""";CZ;in use;
FODPS;Fundacja Ochrony Dziedzictwa Przemysłowego Śląska;PL;in use;muzeumtechniki.pl
FOR;Forail S.r.l.;IT;in use;www.salcef.com
FORII;Föreningen Förstlingen II;SE;in use;forstlingen.com
FORMS;FORMS Mariusz Koch;PL;in use;forms.com.pl
FORT;Fortis Logistics Group Sp. z o.o.;PL;in use;fortislogistics.pl
FOSF;FOSFAN S.A.;PL;in use;fosfan.pl
FOSFA;Fosfa akciová společnost;CZ;in use;
FOURJ;FourJ s.r.o.;CZ;in use;www.fourj.cz
FOX;FOXrail Zrt.;HU;in use;foxrail.hu
FOXFI;FoxRail Logistics Oy;FI;in use;frlogistics.fi
FPC;JSC FEDERAL PASSENGER COMPANY;RU;in use;
FPL;Freightliner PL Sp. z o.o.;PL;in use;freightliner.pl
FPS;H. Cegielski – Fabryka Pojazdów Szynowych sp. z o.o.;PL;in use;fpspoznan.pl
FR;Fragonset Railways;UK;Blocked;fragonset.co.uk
FRA;Ferroviaire Rhône Alpes;FR;in use;
FRANK;Beutlhauser-Frank GmbH;DE;in use;beutlhauser-Frank.de
FRC;FRASCA;FR;in use;frasca.fr
FRETU;Fretus AG;CH;in use;fretus.ch
FRG;Fergrupo - Construções e Técnicas Ferroriárias S.A.;PT;in use;fergrupo.pt
FRIE;Hanns Friedrich OHG;DE;in use;
FRITZ;FRITZE & Co. Eisenbahn und Tiefbau GmbH & Co. KG;DE;in use;fritze-eisenbahnbau.de
FRL;Fan rail s.r.o.;CZ;in use;
FRM;FERROMET a.s.;CZ;in use;steel-holding.cz
FRN;FER RENT S.r.l.;IT;in use;
FRRWY;Ferrovial Railway, S.A.;ES;in use;ferrovial.com
FRS;Feldbinder Rail Services GmbH;DE;in use;
FRST;Frutiger AG Spezialtiefbau;CH;in use;frutiger.com
FRT;FERROTRACT;FR;in use;ferrotract.fr
FRTS;Entreprise P. FOURCHARD & R. RENARD;FR;in use;
FRUEH;Früh Ingenierbau GmbH & Co. KG;DE;Revoked;fruehib.de
FRV;Ferrovias e Construções S.A.;PT;Revoked;ferrovias.pt
FRVAS;FERROVIAS ASTUR, S.A.;ES;in use;ferroviasastur.com
FSE;Ferrovie del Sud-Est;IT;in use;
FSI;FSI Logistik GmbH;DE;in use;
FSKG;Friedrich Scharr KG;DE;in use;scharr.de
FSNCF;SNCF-C32 SAS;FR;in use;
FSP;FERSPED CARGO SA;RO;in use;
FSTTI;FS Treni Turistici Italiani S.r.l.;IT;in use;trenitalia.com/it/fstrenituristici.html
FSV;FESAVA, S.L.;ES;in use;fesava.com
FSVJ;Föreningen Sörmlands Veteranjärnväg;SE;in use;fsvj.se
FT;Ferrotramviaria;IT;in use;ferrovienordbarese.it
FTG;Fertagus;PT;in use;fertagus.pt
FTM;Ferrovia Trento-Malé;IT;Blocked;fertm.it
FUC;Società Ferrovie Udine Cividale;IT;in use;ferrovieudinecividale.it
FUCHS;Fuchs Europe Schmierstoffe GmbH;DE;in use;
FUNSV;FUNIVIE S.p.A.;IT;in use;funiviesv.it
FVCF;Francesco Ventura Costruzioni Ferrovirie S.r.l.;IT;in use;fventura.it
FVE;Farge-Vegesacker Eisenbahn;DE;in use;connex-gruppe.de
FVILL;Fehérvill-ám Kft.;HU;in use;
FVJ;Föreningen Veteranjärnvägen;SE;in use;veteranjarnvagen.se
FVMSB;Förderverein Mainschleifenbahn e.V;DE;in use;mainschleifenbahn.de
FW;FRANCE WAGONS;FR;in use;
FWD;FORWARD MOTION EXPRESS SRL;RO;in use;--
FWG;Finwagon Oy;FI;in use;rp-hitsaus.fi
FWGS;Fels-Werke GmbH;DE;in use;fels.de
FWGSA;FABRYKA WAGONÓW GNIEWCZYNA s.a.;PL;in use;gniewczyna.pl
FWK;Fahrzeugwerke Karsdorf GmbH & Co. KG;DE;in use;erfurter-bahnservice.de
FZCRA;ZAHAR CORABIA SA;RO;in use;
GAAL;Gaal S.p.A.;IT;in use;sitfa.net
GAB;"SIA ""Gulbenes - Alūksnes bānītis""";LV;in use;banitis.lv
GABW;Arverio Baden-Wüttemberg GmbH;DE;in use;arverio.de
GABY;Arverio Bayern GmbH;DE;in use;arverio.de
GADFT;GADEFT;FR;in use;
GAFLT;K+M Fahrleitungstechnik GmbH;DE;in use;kuma-fl.de
GAIA;GAIAOSE S.A.;EL;in use;gaiaose.gr
GALA;GA-LA-BAU Amend GmbH;DE;in use;
GAPRO;GA PRO-CO CHEMICALS SA;RO;in use;
GATXA;GATX Rail Austria GmbH;AT;in use;gatx.eu
GATXD;GATX Rail Germany GmbH;DE;in use;
GATXF;GATX RAIL FRANCE SAS;FR;in use;
GATXO;Ing. Alica Ovčiariková A.O., s.r.o.;SK;in use;
GATXP;GATX Rail Poland Sp. z o.o.;PL;in use;gatx.eu
GAVD;Go-Ahead Verkehrsgesellschaft Deutschland GmbH;DE;in use;go-ahead-bahn.de
GBA;Gleisbau Weimar GmbH;DE;in use;gleisbau-weimar.de
GBBJ;Grängesbergsbanornas Järnvägsmuseum;SE;in use;
GBC;GeBaCo GmbH;DE;in use;gebaco.de
GBLOS;Geschw Balter Bauunternehmung GmbH;DE;Revoked;balter-bau.de
GBM;GBM Wiebe Gleisbaumaschiennen GmbH;DE;in use;gbm.wiebe.de
GBMV;Gleisbau Meckleburg-Vorpommern GmbH;DE;in use;
GBRF;GB Railfreight Limited;UK;in use;gbrailfreight.com
GBS;Gleisbau Sabrodt GmbH;DE;in use;heringinternational.com
GBW;Gleisbau-Busching-Wagner GmbH;DE;in use;gbw-busching.de
GBXEU;GREENBRIER Leasing Europe B.V.;NL;in use;greenbrier-europe.com
GBXIE;GREENBRIER LEASING IRELAND LIMITED;IE;in use;greenbrier-europe.com
GC;Green Cargo AB;SE;in use;greencargo.com
GCA;Grampetcargo Austria;AT;in use;
GCAT;GCA Traction;FR;in use;charlesandre.com
GCAWA;GCA WAGONS;FR;in use;
GCF;G.C.F. Generale Costruzioni Ferroviarie;IT;in use;gcf.it
GCPV;Cementos Portland Valderrivas, S.A.;ES;in use;valderrivas.es
GCR;GoCollective Rail A/S;DK;in use;gocollective.dk
GCRAL;Transportes Hermanos Cortés, S.L;ES;in use;grupo-cortes.es
GDJ;Museiföreningen Gefle-Dala Jernväg;SE;in use;mfgdj.se
GE;Gepard Express, SE;CZ;in use;gepard.com
GEFCO;Ceva Logistics Ground & Rail France;FR;in use;cevalogistics.com
GEFER;GEFER S.p.A.;IT;in use;gefer.it
GEFSK;GEFCO RAIL SLOVAKIA s.r.o.;SK;in use;gefco.net
GEISM;GEISMAR SAS;FR;in use;geismar.com
GEN;GENIFER;FR;in use;
GEO;GEOSINTESI S.p.A.;IT;in use;geosintesi.com
GEOBB;GEOMONTA-HARMANEC;SK;in use;geomonta.sk
GER;First Great Eastern;UK;Blocked;ger.co.uk
GERA;Bahnbetrieb Gera GmbH;DE;in use;www.bahnbetrieb-gera.de
GERS;GE Capital Rail Services GmbH & Co.KG;DE;in use;
GES;Gesellschaft zur Erhaltung von Schienenfahrzeugen Stuttgart e.V.;DE;in use;ges-ev.de
GESG;G&G Növényvédelmi és Kereskedelmi Kft.;HU;in use;gesgkft.hu
GET;Georgsmariënhütte Eisenbahn und Transport;DE;Revoked;--
GETR;GERHÁT TRAIN s.r.o.;CZ;in use;
GETRA;GETRA a.s.;SK;in use;getra.sk
GETUK;General Electric Transportation Systems UK LTD;UK;in use;getransportation.com
GEW;Geraer Eisenbahnwelten e.V.;DE;in use;geraer-eisenbahnwelten.de
GFD;Gleisbau Füllberg GmbH;DE;in use;fuellberg.de
GFE;GfE Gesellschaft für Eisenbahnbetrieb mbH;DE;in use;
GFF;GfF Gesellschaft f. Fahrzeugtechnik mbH;DE;in use;
GFMH;GFM Historique (GFMH);CH;in use;gfm-historique.ch
GFR;GRUP FEROVIAR ROMAN S.A.;RO;in use;gfr.ro
GFW;GLIWICKA FABRYKA WAGONÓW HOLDING SPÓŁKA AKCYJNA;PL;in use;gfwsa.com.pl
GGB;Gornergrat-Monte Rosa-Bahnenbahn;CH;in use;ggb.ch
GGL;GLOBAL GRAIN LOGISTICS SRL;RO;in use;
GGRB;Gleis-Genossenschaft Ristet-Bergermoos;CH;in use;
GGT;Görlitzer Gleis- und Tiefbau GmbH;DE;in use;ggt-gmbh.de
GHCO;Gebrüder Haider & Co Hoch- und Tiefbau GmbH;AT;in use;haider-co.at
GHG;Gelsenkirchener Logistik-, Hafen- und Servicegesellschaft mbH;DE;in use;hafen-ge.de
GHJ;Gotlands Hesselby Jernväg;SE;in use;gotlandstaget.se
GHL;Grinsty Holdings Limited;UK;in use;
GHS;G. Hinteregger & Söhne Baugesellschaft mbH;AT;in use;hinteregger.co.at
GICU;GICU Jarosław Iwaniuk;PL;in use;
GIF;Gestor de Infraestructuras Ferroviarias;ES;Blocked;gif.es
GJT;Gävle Järnvägsteknik AB;SE;in use;gjt.se
GJVB;NSB Gjøvikbanen AS;NO;in use;nsb.no
GJW;GJW Praha spol. s r.o.;CZ;in use;
GKB;Graz-Köflacher Eisenbahn;AT;in use;gkb.at
GKRCT;Cargo Train sp. z o.o.;PL;in use;gkrc.pl
GL;GMEINDER LOKOMOTIVEN GmbH;DE;in use;gmeinder-lokomotiven.de
GLBF;GLOBALFER S.P.A.;IT;in use;globalferspa.it
GLEIS;G&L Bau R. Brachendorf GmbH;DE;in use;gleisbau-brachtendorf.de
GLFIT;Gleisfrei Srl;IT;in use;gleisfrei.com
GLG;Gmeinder Lokomotivenfabrik GmbH;DE;Revoked;gmeinder.de
GLOBA;COSTRUZIONI GLOBALI;IT;in use;
GLR;Truck to Train Service GmbH;AT;in use;trucktotrain.at
GLRB;GEBR.LUTZ Bauunternehmung GmbH + Co. KG;DE;in use;gebr-lutz.de
GLRR;Gerhard Lang Recycling GmbH;DE;in use;lang-recycling.de
GLS;GLS Bau und Montagne GmbH;AT;in use;gls.at
GLV;Gesellschaft für Logistik und Vegetationsdienste mbH;DE;in use;
GMAAR;Genossenschaft Migros Aare;CH;in use;migros.ch
GMAOS;GRUPO MARIÑO OBRAS Y SERVICIOS;ES;in use;
GMB;Flytoget AS;NO;in use;flytoget.no
GMBB;GMB GmbH;DE;in use;gmbgmbh.de
GMF;GESTION DE MAQUINARIA FERROVIARIA;ES;in use;comsaemte.com
GMG;GMG Gesellschaft f. masch. Gleisbau mbH & Co. KG;DE;in use;xaver-pittrich.de
GMMM;Grand Moulin Maurel;FR;in use;
GMOS;Migros Ostschweiz;CH;in use;migros-ostschweiz.ch
GMP;GMP Green Mobility Partners GmbH;AT;in use;
GNER;Great North Eastern Railway;UK;Blocked;gner.co.uk
GNL;GLOBAL NEOLOGISTICS DOO;RS;in use;globalneologistics.com
GNP;Геоактив Некст Проджекст ООД;BG;in use;
GNRS;Gemernákup, a.s.;SK;in use;
GO;GOSTEC Gleistief, - Oberbau- und Schweißtechnik GmbH;DE;in use;gostec.de
GODBN;Gleis- und Oberbau- Dienstleistungen;DE;in use;god-bad-nauheim.de
GOLD;Ferroslužby, s.r.o.;CZ;in use;
GOR;AS GoRail;EE;in use;gorail.ee
GORKA;GÓRKA CEMENT Sp. z o.o;PL;in use;gorka.com.pl
GORTR;GÓR-TOR Maciej Górniak;PL;in use;
GOSA;PRIVREDNO DRUSTVO GOSA FABRIKA SlNSKIH VOZILA, PUTNlCKIH I SPECIJALNIH VAGONA DOO SMEDEREVSKA PALANKA;RS;in use;
GOTRA;GO TRANSPORT SERVICIOS 2018 S.A.;ES;in use;gotransport.es
GP;GRAMPET SA;RO;in use;grampet.ro
GPMB;Grand Port Maritime de Bordeaux;FR;in use;
GPMT;GP Papenburg Maschinentechnik GmbH;DE;in use;gp.ag
GPRC;GP RAIL CARGO SA;RO;in use;
GR;Chemins de fer de Géorgie;GE;in use;railway.ge
GRA;DOLATA sp. z o.o.;PL;in use;mdolata.pl
GRAB;Grenland Rail AB;SE;in use;grenlandrail.com
